#query	kegg_gene_id	KO_id	NAME	ENTRY	DEFINITION	PATHWAY_ID	PATHWAY_DESC	MODULE_ID	MODULE_DESC
gene_id_8685184	cza:CYCME_0227	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8970079	con:TQ29_11915	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3606980	rin:ACS15_3990	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3854326	mtt:Ftrac_0880	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1686841	non:NOS3756_05280	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1931704	win:WPG_1326	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1653524	rid:RIdsm_00089	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1219462	pow:IJ21_33630	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_7105062	tom:BWR18_04840	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8782958	pseb:EOK75_18115	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_905923	suam:BOO69_05895	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3898815	ceh:CEW89_07850	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_412695	taw:EI545_11010	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_8871166	bic:LMTR13_29805	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_4678048	sphy:CHN51_07015	K15757	xylM	K15757	toluene methyl-monooxygenase	ko00622==ko00623==ko01100==ko01120==ko01220	Xylene degradation==Toluene degradation==Metabolic pathways==Microbial metabolism in diverse environments==Degradation of aromatic compounds	M00537	Xylene degradation, xylene => methylbenzoate
gene_id_92789	mhc:MARHY2847	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6830634	smai:EXU30_04690	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2503949	rhz:RHPLAN_33380	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_8236121	fpf:DCC35_03110	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7277099	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5963510	micc:AUP74_02288	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9277062	pap:PSPA7_3808	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2942784	rid:RIdsm_00089	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3417874	for:FORMB_10180	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5941686	mdx:BTO20_03125	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4728153	sedi:EBB79_19660	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8086546	pfl:PFL_2922	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_4000623	pnp:IJ22_02300	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_7680281	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7371710	brk:CWS35_04795	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_9466676	hhy:Halhy_3303	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7053729	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7451168	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5578578	buz:AYM40_27295	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2033051	tom:BWR18_15845	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8058199	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4933937	oct:FTO60_03175	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_39910	ppt:PPS_2387	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_6525149	rbz:B9057_03540	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3179947	ceh:CEW89_07850	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1669800	win:WPG_1326	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4928934	rhb:NY08_5228	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_3521643	don:BSK21_12395	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_2109268	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6620804	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3457762	spon:HME9304_01516	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8552044	pfl:PFL_3172	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1888361	boo:E2K80_05025	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7311843	bmk:DM80_719	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3308429	nca:Noca_0122	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4616330	bic:LMTR13_29805	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_7574278	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6121221	sacc:EYD13_11940	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_6884575	bic:LMTR13_01200	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_6573416	for:FORMB_10180	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7828403	rer:RER_53410	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1265577	sagu:CDO87_07670	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_6435959	aym:YM304_10220	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1480900	woc:BA177_08740	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6450547	spon:HME9304_01067	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_5293184	slr:L21SP2_3309	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7882947	gom:D7316_03699	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_4090566	micc:AUP74_02288	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4355320	calo:Cal7507_1269	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_8897043	oho:Oweho_0550	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6805493	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3100975	ptp:RCA23_c00460	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3161681	cuh:BJN34_36045	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_4763259	sok:D0B54_11315	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8338336	zal:AZF00_15755	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5849087	gbi:PG2T_12610	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_290294	pdx:Psed_2538	K14733	limB	K14733	limonene 1,2-monooxygenase	ko00903	Limonene and pinene degradation	NULL	NULL
gene_id_58358	sfla:SPHFLASMR4Y_00404	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7608555	labr:CHH27_16050	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_9254170	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7294083	fls:GLV81_02985	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5911604	rhz:RHPLAN_33380	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_9506363	gom:D7316_04364	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_8638147	ksd:KS2013_580	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7815319	jli:EXU32_09700	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1238852	ptp:RCA23_c16500	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_850715	pphr:APZ00_17265	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_6005930	otm:OSB_30800	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3641858	hadh:FRZ61_09880	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_5102069	ptp:RCA23_c16500	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_3385720	tol:TOL_1423	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_716195	axe:P40_03400	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4293528	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4724822	bic:LMTR13_01200	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_6655009	win:WPG_1326	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4074930	oai:OLEAN_C34450	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8537365	gxl:H845_106	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_1369452	zal:AZF00_02930	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9225047	lne:FZC33_00980	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_5029522	rhs:A3Q41_04853	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_6152227	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1153801	rok:RAK1035_1884	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_740047	mlq:ASQ50_05500	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8342530	mabl:MMASJCM_2557	K22220	dszA	K22220	dibenzothiophene sulfone monooxygenase	NULL	NULL	NULL	NULL
gene_id_4246572	wij:BWZ20_09145	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7674400	lagg:B0E33_02090	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1805231	brk:CWS35_04795	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_8596525	bsan:CHH28_13540	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3631233	for:FORMB_10180	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4572744	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_284366	sphk:SKP52_24510	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8612221	bsan:CHH28_13540	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7685435	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9184964	nre:BES08_16775	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_6401615	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_715461	mur:EQY75_13050	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9088643	mad:HP15_2574	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3631987	sok:D0B54_11315	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6334039	adi:B5T_00721	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7545031	sil:SPO3449	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3104199	otm:OSB_12350	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_358564	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1716873	roh:FIU89_06770	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_849863	ptp:RCA23_c16500	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_3961465	rul:UC8_52230	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_4218201	axe:P40_21415	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4058355	bic:LMTR13_29805	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_9394143	rhb:NY08_3436	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2756199	npp:PP1Y_AT31329	K15757	xylM	K15757	toluene methyl-monooxygenase	ko00622==ko00623==ko01100==ko01120==ko01220	Xylene degradation==Toluene degradation==Metabolic pathways==Microbial metabolism in diverse environments==Degradation of aromatic compounds	M00537	Xylene degradation, xylene => methylbenzoate
gene_id_4653298	hoe:IMCC20628_02571	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_339727	sok:D0B54_11315	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9011204	llp:GH975_01255	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_7902124	sedi:EBB79_11385	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_1986106	oct:FTO60_15425	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3849784	suld:B5M07_01890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2798509	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8624562	spon:HME9304_01067	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_2178188	sagu:CDO87_07670	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_357561	micc:AUP74_02288	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3669928	sphy:CHN51_07015	K15757	xylM	K15757	toluene methyl-monooxygenase	ko00622==ko00623==ko01100==ko01120==ko01220	Xylene degradation==Toluene degradation==Metabolic pathways==Microbial metabolism in diverse environments==Degradation of aromatic compounds	M00537	Xylene degradation, xylene => methylbenzoate
gene_id_7710617	fpf:DCC35_03110	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
